Period Ending,Ticker Symbol,After Tax ROE,Gross Margin,Operating Margin,Profit Margin,Cash Ratio
2016-11-30,MKC,29.0,42.0,15.0,11.0,8.0
2012-12-31,MLM,6.0,16.0,8.0,4.0,15.0
2013-12-31,MLM,8.0,17.0,10.0,6.0,20.0
2014-12-31,MLM,4.0,18.0,11.0,5.0,27.0
2015-12-31,MLM,7.0,20.0,14.0,8.0,46.0
2012-12-31,MMC,18.0,100.0,15.0,10.0,74.4574898785425
2013-12-31,MMC,17.0,100.0,17.0,11.0,74.4574898785425
2014-12-31,MMC,21.0,100.0,18.0,11.0,74.4574898785425
2015-12-31,MMC,25.0,100.0,19.0,12.0,74.4574898785425
2013-12-31,MMM,27.0,48.0,22.0,15.0,45.0
2014-12-31,MMM,38.0,48.0,22.0,16.0,56.0
2015-12-31,MMM,42.0,49.0,23.0,16.0,27.0
2016-12-31,MMM,49.0,50.0,24.0,17.0,43.0
2012-12-31,MNST,53.0,52.0,27.0,17.0,111.0
2013-12-31,MNST,34.0,52.0,26.0,15.0,194.0
2012-12-31,MO,132.0,39.0,29.0,17.0,35.0
2013-12-31,MO,110.0,43.0,33.0,19.0,45.0
2014-12-31,MO,168.0,41.0,31.0,21.0,43.0
2015-12-31,MO,182.0,44.0,33.0,21.0,33.0
2013-08-31,MON,20.0,51.0,24.0,17.0,90.0
2014-08-31,MON,35.0,54.0,26.0,17.0,47.0
2015-08-31,MON,33.0,55.0,23.0,15.0,72.0
2016-08-31,MON,29.0,52.0,18.0,10.0,26.0
2013-05-31,MOS,14.0,28.0,22.0,19.0,209.0
2014-12-31,MOS,10.0,21.0,14.0,11.0,149.0
2015-12-31,MOS,10.0,19.0,14.0,11.0,62.0
2016-12-31,MOS,3.0,11.0,4.0,4.0,46.0
2012-12-31,MPC,29.0,16.0,6.0,4.0,59.0
2013-12-31,MPC,19.0,12.0,3.0,2.0,23.0
2014-12-31,MPC,23.0,14.0,4.0,3.0,17.0
2015-12-31,MPC,22.0,22.0,6.0,4.0,18.0
2012-12-31,MRK,12.0,65.0,19.0,13.0,88.0
2013-12-31,MRK,9.0,61.0,14.0,10.0,98.0
2014-12-31,MRK,25.0,60.0,13.0,28.0,85.0
2015-12-31,MRK,10.0,62.0,18.0,11.0,70.0
2012-12-31,MRO,9.0,83.0,23.0,13.0,13.0
2013-12-31,MRO,9.0,81.0,20.0,15.0,6.0
2014-12-31,MRO,14.0,79.0,11.0,28.0,55.0
2015-12-31,MRO,12.0,69.0,55.0,40.0,71.0
2013-06-30,MSFT,28.0,74.0,34.0,28.0,206.0
2014-06-30,MSFT,25.0,69.0,32.0,25.0,188.0
2015-06-30,MSFT,15.0,65.0,19.0,13.0,194.0
2016-06-30,MSFT,23.0,62.0,24.0,20.0,191.0
2012-12-31,MTB,10.0,0.0,0.0,22.0,74.4574898785425
2013-12-31,MTB,10.0,0.0,0.0,24.0,74.4574898785425
2014-12-31,MTB,9.0,0.0,0.0,23.0,74.4574898785425
2015-12-31,MTB,7.0,0.0,0.0,22.0,74.4574898785425
2013-12-31,MTD,33.0,54.0,18.0,13.0,20.0
2014-12-31,MTD,47.0,55.0,19.0,14.0,13.0
2015-12-31,MTD,61.0,56.0,20.0,15.0,18.0
2016-12-31,MTD,88.0,57.0,22.0,15.0,27.0
2013-08-29,MU,13.0,20.0,3.0,13.0,89.0
2014-08-28,MU,28.0,33.0,19.0,19.0,95.0
2015-09-03,MU,24.0,32.0,19.0,18.0,90.0
2016-09-01,MU,2.0,20.0,1.0,2.0,91.0
2012-12-31,MUR,11.0,77.0,30.0,21.0,31.0
2013-12-31,MUR,13.0,76.0,28.0,21.0,35.0
2014-12-31,MUR,11.0,79.0,23.0,17.0,53.0
2014-12-31,MYL,29.0,46.0,18.0,12.0,4.0
2015-12-31,MYL,9.0,45.0,15.0,9.0,30.0
2013-12-31,NAVI,25.0,0.0,0.0,23.0,74.4574898785425
2014-12-31,NAVI,27.0,0.0,0.0,20.0,74.4574898785425
2015-12-31,NAVI,25.0,0.0,0.0,19.0,74.4574898785425
2013-12-31,NBL,11.0,83.0,33.0,20.0,48.0
2014-12-31,NBL,12.0,82.0,18.0,24.0,47.0
2016-12-31,NBL,11.0,69.0,37.0,29.0,80.0
2012-12-31,NDAQ,7.0,52.0,20.0,12.0,74.4574898785425
2013-12-31,NDAQ,6.0,58.0,19.0,12.0,74.4574898785425
2014-12-31,NDAQ,7.0,58.0,19.0,12.0,74.4574898785425
2015-12-31,NDAQ,8.0,60.0,18.0,13.0,74.4574898785425
2012-12-31,NEE,12.0,42.0,23.0,13.0,4.0
2013-12-31,NEE,11.0,46.0,21.0,13.0,5.0
2014-12-31,NEE,12.0,49.0,26.0,14.0,6.0
2015-12-31,NEE,12.0,51.0,26.0,16.0,6.0
2012-12-31,NEM,13.0,57.0,31.0,18.0,52.0
2013-12-31,NEM,25.0,37.0,43.0,30.0,60.0
2014-12-31,NEM,5.0,39.0,10.0,7.0,113.0
2015-12-31,NEM,2.0,44.0,15.0,3.0,198.0
2013-12-31,NFLX,8.0,29.0,5.0,3.0,56.0
2014-12-31,NFLX,14.0,32.0,7.0,5.0,60.0
2015-12-31,NFLX,6.0,32.0,5.0,2.0,65.0
2016-12-31,NFLX,7.0,32.0,4.0,2.0,38.0
2013-12-31,NFX,5.0,78.0,24.0,8.0,14.0
2014-12-31,NFX,23.0,79.0,25.0,39.0,1.0
2013-05-31,NKE,22.0,44.0,13.0,10.0,151.0
2014-05-31,NKE,25.0,45.0,13.0,10.0,102.0
2015-05-31,NKE,26.0,46.0,14.0,11.0,94.0
2016-05-31,NKE,31.0,46.0,14.0,12.0,102.0
2013-12-31,NLSN,13.0,58.0,15.0,13.0,37.0
2014-12-31,NLSN,8.0,58.0,17.0,6.0,15.0
2015-12-31,NLSN,13.0,59.0,18.0,9.0,21.0
2016-12-31,NLSN,12.0,59.0,18.0,8.0,47.0
2012-12-31,NOV,12.0,29.0,20.0,14.0,59.0
2013-12-31,NOV,10.0,27.0,17.0,12.0,51.0
2014-12-31,NOV,12.0,27.0,17.0,12.0,48.0
2015-12-31,NOV,5.0,21.0,3.0,5.0,49.0
2013-12-31,NSC,17.0,64.0,29.0,17.0,68.0
2014-12-31,NSC,16.0,64.0,31.0,17.0,55.0
2015-12-31,NSC,13.0,65.0,27.0,15.0,49.0
2016-12-31,NSC,13.0,69.0,31.0,17.0,41.0
2013-04-26,NTAP,11.0,59.0,10.0,8.0,182.0
2014-04-25,NTAP,17.0,62.0,12.0,10.0,186.0
2015-04-24,NTAP,16.0,63.0,12.0,9.0,197.0
2016-04-29,NTAP,8.0,61.0,6.0,4.0,145.0
2012-12-31,NTRS,9.0,0.0,0.0,16.0,74.4574898785425
2013-12-31,NTRS,9.0,0.0,0.0,17.0,74.4574898785425
2014-12-31,NTRS,10.0,0.0,0.0,18.0,74.4574898785425
2015-12-31,NTRS,11.0,0.0,0.0,20.0,74.4574898785425
2012-12-31,NUE,7.0,8.0,5.0,3.0,57.0
2013-12-31,NUE,6.0,7.0,5.0,3.0,77.0
2014-12-31,NUE,9.0,9.0,6.0,3.0,54.0
2015-12-31,NUE,5.0,10.0,5.0,2.0,147.0
2016-01-31,NVDA,14.0,56.0,15.0,12.0,214.0
2012-12-31,NWL,20.0,38.0,12.0,7.0,12.0
2013-12-31,NWL,23.0,38.0,11.0,8.0,14.0
2014-12-31,NWL,20.0,38.0,11.0,7.0,11.0
2015-12-31,NWL,19.0,39.0,10.0,6.0,14.0
2013-06-30,NWS,4.0,100.0,18.0,6.0,110.0
2014-06-30,NWS,2.0,100.0,4.0,3.0,139.0
2015-06-30,NWS,1.0,100.0,4.0,2.0,92.0
2016-06-30,NWS,2.0,100.0,1.0,2.0,88.0
2013-06-30,NWSA,4.0,100.0,18.0,6.0,110.0
2014-06-30,NWSA,2.0,100.0,4.0,3.0,139.0
2015-06-30,NWSA,1.0,100.0,4.0,2.0,92.0
2016-06-30,NWSA,2.0,100.0,1.0,2.0,88.0
2012-12-31,OKE,17.0,16.0,9.0,4.0,21.0
2013-12-31,OKE,11.0,14.0,7.0,2.0,5.0
2014-12-31,OKE,53.0,17.0,9.0,3.0,7.0
2015-12-31,OKE,73.0,27.0,13.0,3.0,6.0
2013-12-31,OMC,28.0,100.0,13.0,7.0,22.0
2014-12-31,OMC,39.0,18.0,13.0,7.0,20.0
2015-12-31,OMC,45.0,17.0,13.0,7.0,18.0
2016-12-31,OMC,53.0,18.0,13.0,7.0,22.0
2012-12-31,ORLY,28.0,50.0,16.0,9.0,11.0
2013-12-31,ORLY,34.0,51.0,17.0,10.0,10.0
2014-12-31,ORLY,39.0,51.0,18.0,11.0,9.0
2015-12-31,ORLY,47.0,52.0,19.0,12.0,4.0
2012-12-31,OXY,11.0,68.0,31.0,23.0,22.0
2013-12-31,OXY,14.0,68.0,33.0,29.0,40.0
2014-12-31,OXY,2.0,65.0,7.0,3.0,95.0
2013-05-31,PAYX,32.0,100.0,39.0,24.0,107.0
2014-05-31,PAYX,35.0,100.0,39.0,25.0,107.0
2015-05-31,PAYX,38.0,100.0,38.0,25.0,105.0
2016-05-31,PAYX,40.0,100.0,39.0,26.0,100.0
2012-12-31,PBCT,5.0,0.0,0.0,18.0,74.4574898785425
2013-12-31,PBCT,5.0,0.0,0.0,17.0,74.4574898785425
2014-12-31,PBCT,5.0,0.0,0.0,18.0,74.4574898785425
2015-12-31,PBCT,5.0,0.0,0.0,18.0,74.4574898785425
2012-12-31,PBI,402.0,59.0,16.0,12.0,33.0
2013-12-31,PBI,70.0,56.0,14.0,4.0,42.0
2014-12-31,PBI,432.0,56.0,15.0,9.0,48.0
2015-12-31,PBI,228.0,56.0,17.0,11.0,34.0
2012-12-31,PCAR,19.0,16.0,8.0,7.0,64.0
2013-12-31,PCAR,18.0,17.0,8.0,7.0,99.0
2014-12-31,PCAR,20.0,16.0,9.0,7.0,99.0
2015-12-31,PCAR,23.0,18.0,11.0,9.0,110.0
2013-12-31,PCG,6.0,25.0,11.0,5.0,8.0
2014-12-31,PCG,9.0,29.0,14.0,8.0,8.0
2015-12-31,PCG,5.0,24.0,9.0,5.0,6.0
2016-12-31,PCG,8.0,28.0,12.0,8.0,2.0
2015-12-31,PCLN,29.0,93.0,35.0,28.0,184.0
2013-04-27,PDCO,15.0,33.0,10.0,6.0,113.0
2014-04-26,PDCO,14.0,28.0,8.0,6.0,56.0
2015-04-25,PDCO,15.0,27.0,8.0,6.0,69.0
2016-04-30,PDCO,13.0,25.0,6.0,3.0,17.0
2012-12-31,PEG,12.0,35.0,23.0,13.0,10.0
2013-12-31,PEG,11.0,36.0,23.0,12.0,16.0
2014-12-31,PEG,12.0,35.0,24.0,14.0,12.0
2015-12-31,PEG,13.0,40.0,28.0,16.0,11.0
2013-12-28,PEP,28.0,53.0,15.0,10.0,54.0
2014-12-27,PEP,37.0,53.0,14.0,10.0,48.0
2015-12-26,PEP,45.0,54.0,13.0,9.0,68.0
2016-12-31,PEP,56.0,55.0,16.0,10.0,76.0
2012-12-31,PFE,18.0,82.0,28.0,27.0,111.0
2013-12-31,PFE,29.0,81.0,29.0,43.0,139.0
2014-12-31,PFE,13.0,81.0,27.0,18.0,167.0
2015-12-31,PFE,11.0,80.0,24.0,14.0,79.0
2013-12-31,PFG,9.0,50.0,12.0,10.0,74.4574898785425
2014-12-31,PFG,11.0,50.0,14.0,11.0,74.4574898785425
2015-12-31,PFG,13.0,44.0,12.0,10.0,74.4574898785425
2016-12-31,PFG,13.0,44.0,13.0,11.0,74.4574898785425
2013-12-31,PG,21.0,93.0,35.0,20.0,232.0
2014-12-31,PG,13.0,93.0,29.0,12.0,138.0
2015-12-31,PG,17.0,90.0,31.0,15.0,129.0
2016-12-31,PG,20.0,94.0,27.0,18.0,84.0
2012-12-31,PGR,15.0,9.0,8.0,5.0,74.4574898785425
2013-12-31,PGR,19.0,10.0,9.0,6.0,74.4574898785425
2014-12-31,PGR,18.0,11.0,10.0,7.0,74.4574898785425
2015-12-31,PGR,17.0,10.0,9.0,6.0,74.4574898785425
2013-06-30,PH,17.0,23.0,11.0,7.0,51.0
2014-06-30,PH,16.0,23.0,9.0,8.0,67.0
2015-06-30,PH,20.0,24.0,12.0,8.0,81.0
2016-06-30,PH,18.0,22.0,10.0,7.0,89.0
2013-12-31,PHM,56.0,21.0,11.0,46.0,74.4574898785425
2014-12-31,PHM,10.0,27.0,12.0,8.0,74.4574898785425
2015-12-31,PHM,10.0,27.0,14.0,8.0,74.4574898785425
2016-12-31,PHM,13.0,25.0,13.0,8.0,74.4574898785425
2012-12-30,PKI,4.0,46.0,5.0,3.0,30.0
2013-12-29,PKI,8.0,45.0,11.0,8.0,29.0
2014-12-28,PKI,8.0,45.0,9.0,7.0,29.0
2016-01-03,PKI,10.0,45.0,13.0,9.0,42.0
2013-12-31,PM,110.0,26.0,17.0,11.0,13.0
2014-12-31,PM,59.0,24.0,15.0,9.0,11.0
2015-12-31,PM,52.0,24.0,14.0,9.0,22.0
2016-12-31,PM,55.0,23.0,14.0,9.0,26.0
2012-12-31,PNC,8.0,0.0,0.0,18.0,74.4574898785425
2013-12-31,PNC,10.0,0.0,0.0,25.0,74.4574898785425
2014-12-31,PNC,9.0,0.0,0.0,26.0,74.4574898785425
2015-12-31,PNC,9.0,0.0,0.0,25.0,74.4574898785425
2012-12-31,PNR,2.0,29.0,0.0,2.0,16.0
2013-12-31,PNR,9.0,34.0,11.0,8.0,16.0
2014-12-31,PNR,5.0,35.0,12.0,3.0,7.0
2015-12-31,PNR,2.0,34.0,3.0,1.0,8.0
2012-12-31,PNW,10.0,43.0,26.0,13.0,2.0
2013-12-31,PNW,10.0,42.0,24.0,12.0,1.0
2014-12-31,PNW,9.0,40.0,23.0,11.0,0.0
2015-12-31,PNW,10.0,44.0,24.0,13.0,3.0
2013-12-31,PPG,66.0,42.0,10.0,23.0,42.0
2014-12-31,PPG,41.0,44.0,10.0,14.0,24.0
2015-12-31,PPG,28.0,44.0,12.0,10.0,31.0
2016-12-31,PPG,18.0,45.0,6.0,6.0,44.0
2012-12-31,PPL,15.0,60.0,25.0,13.0,17.0
2013-12-31,PPL,9.0,76.0,35.0,16.0,24.0
2014-12-31,PPL,13.0,76.0,37.0,22.0,20.0
2015-12-31,PPL,7.0,78.0,37.0,9.0,22.0
2012-12-31,PRU,1.0,21.0,1.0,1.0,74.4574898785425
2013-12-31,PRU,2.0,35.0,4.0,2.0,74.4574898785425
2014-12-31,PRU,3.0,38.0,3.0,3.0,74.4574898785425
2015-12-31,PRU,13.0,43.0,14.0,10.0,74.4574898785425
2012-12-31,PSX,20.0,12.0,2.0,2.0,28.0
2013-12-31,PSX,17.0,11.0,1.0,2.0,42.0
2014-12-31,PSX,22.0,13.0,2.0,3.0,47.0
2015-12-31,PSX,18.0,22.0,4.0,4.0,41.0
2013-02-03,PVH,13.0,54.0,11.0,7.0,77.0
2014-02-02,PVH,3.0,52.0,7.0,2.0,38.0
2015-02-01,PVH,10.0,53.0,7.0,5.0,34.0
2016-01-31,PVH,13.0,52.0,9.0,7.0,36.0
2012-12-31,PWR,9.0,16.0,8.0,5.0,45.0
2013-12-31,PWR,10.0,15.0,7.0,7.0,47.0
2014-12-31,PWR,7.0,15.0,6.0,4.0,17.0
2015-12-31,PWR,10.0,12.0,3.0,4.0,11.0
2012-12-31,PX,28.0,43.0,22.0,15.0,6.0
2013-12-31,PX,27.0,43.0,22.0,15.0,5.0
2014-12-31,PX,30.0,43.0,21.0,14.0,5.0
2015-12-31,PX,35.0,45.0,22.0,14.0,8.0
2014-12-31,PYPL,5.0,100.0,16.0,5.0,17.0
2015-12-31,PYPL,9.0,100.0,16.0,13.0,25.0
2016-12-31,PYPL,10.0,100.0,15.0,13.0,29.0
2013-09-29,QCOM,19.0,61.0,29.0,28.0,287.0
2014-09-28,QCOM,20.0,60.0,29.0,30.0,292.0
2015-09-27,QCOM,17.0,59.0,23.0,21.0,284.0
2016-09-25,QCOM,18.0,59.0,28.0,24.0,255.0
2014-03-29,QRVO,2.0,35.0,2.0,1.0,111.0
2015-03-28,QRVO,3.0,40.0,7.0,11.0,167.0
2016-04-02,QRVO,1.0,40.0,0.0,1.0,164.0
2013-12-31,R,13.0,21.0,6.0,4.0,5.0
2014-12-31,R,12.0,21.0,5.0,3.0,5.0
2015-12-31,R,15.0,23.0,8.0,5.0,4.0
2016-12-31,R,13.0,22.0,8.0,4.0,3.0
2012-12-31,RCL,0.0,33.0,5.0,0.0,8.0
2013-12-31,RCL,5.0,33.0,10.0,6.0,9.0
2014-12-31,RCL,9.0,34.0,12.0,9.0,5.0
2015-12-31,RCL,8.0,39.0,11.0,8.0,9.0
2013-12-31,REGN,21.0,93.0,35.0,20.0,232.0
2014-12-31,REGN,13.0,93.0,29.0,12.0,138.0
2015-12-31,REGN,17.0,90.0,31.0,15.0,129.0
2016-12-31,REGN,20.0,94.0,27.0,18.0,84.0
2013-12-31,RHI,27.0,41.0,9.0,6.0,51.0
2014-12-31,RHI,31.0,41.0,11.0,7.0,46.0
2015-12-31,RHI,36.0,42.0,11.0,7.0,34.0
2016-12-31,RHI,32.0,41.0,11.0,7.0,38.0
2013-02-28,RHT,10.0,85.0,15.0,11.0,89.0
2014-02-28,RHT,11.0,85.0,15.0,12.0,86.0
2015-02-28,RHT,14.0,85.0,14.0,10.0,95.0
2016-02-29,RHT,15.0,85.0,14.0,10.0,78.0
2013-03-30,RL,20.0,60.0,16.0,11.0,116.0
2014-03-29,RL,19.0,58.0,15.0,10.0,132.0
2015-03-28,RL,18.0,57.0,14.0,9.0,96.0
2016-04-02,RL,11.0,57.0,8.0,5.0,91.0
2013-09-30,ROK,29.0,41.0,16.0,12.0,102.0
2014-09-30,ROK,31.0,42.0,18.0,12.0,108.0
2015-09-30,ROK,37.0,43.0,19.0,13.0,162.0
2016-09-30,ROK,37.0,42.0,17.0,12.0,123.0
2012-12-31,ROP,13.0,56.0,25.0,16.0,34.0
2013-12-31,ROP,13.0,58.0,26.0,17.0,71.0
2014-12-31,ROP,14.0,59.0,28.0,18.0,97.0
2015-12-31,ROP,13.0,60.0,29.0,19.0,108.0
2013-02-02,ROST,45.0,28.0,13.0,8.0,46.0
2014-02-01,ROST,42.0,28.0,13.0,8.0,31.0
2015-01-31,ROST,41.0,28.0,13.0,8.0,42.0
2016-01-30,ROST,41.0,28.0,14.0,9.0,48.0
2012-12-31,RRC,1.0,76.0,8.0,1.0,0.0
2013-12-31,RRC,5.0,72.0,17.0,6.0,0.0
2014-12-31,RRC,18.0,70.0,27.0,31.0,0.0
2013-12-31,RSG,7.0,38.0,14.0,7.0,12.0
2014-12-31,RSG,7.0,36.0,14.0,6.0,4.0
2015-12-31,RSG,10.0,39.0,17.0,8.0,2.0
2016-12-31,RSG,8.0,39.0,16.0,7.0,4.0
2013-09-29,SBUX,0.0,57.0,2.0,0.0,60.0
2014-09-28,SBUX,39.0,58.0,19.0,13.0,61.0
2015-09-27,SBUX,47.0,59.0,19.0,14.0,44.0
2016-10-02,SBUX,48.0,60.0,20.0,13.0,50.0
2012-12-31,SCG,10.0,34.0,21.0,10.0,4.0
2013-12-31,SCG,10.0,34.0,20.0,10.0,9.0
2014-12-31,SCG,11.0,33.0,20.0,11.0,6.0
2015-12-31,SCG,14.0,38.0,30.0,17.0,9.0
2012-12-31,SCHW,10.0,100.0,30.0,19.0,74.4574898785425
2013-12-31,SCHW,10.0,100.0,31.0,20.0,74.4574898785425
2014-12-31,SCHW,11.0,100.0,35.0,22.0,74.4574898785425
2015-12-31,SCHW,11.0,100.0,36.0,23.0,74.4574898785425
2012-12-31,SE,10.0,52.0,31.0,19.0,2.0
2013-12-31,SE,12.0,51.0,30.0,19.0,5.0
2014-12-31,SE,13.0,53.0,33.0,18.0,6.0
2015-12-31,SE,3.0,55.0,27.0,4.0,6.0
2013-12-31,SEE,9.0,34.0,8.0,2.0,37.0
2014-12-31,SEE,13.0,35.0,8.0,2.0,17.0
2015-12-31,SEE,43.0,37.0,11.0,3.0,19.0
2016-12-31,SEE,80.0,37.0,12.0,7.0,17.0
2012-12-31,SHW,35.0,44.0,10.0,7.0,46.0
2013-12-31,SHW,42.0,45.0,11.0,7.0,29.0
2014-12-31,SHW,87.0,46.0,12.0,8.0,2.0
2015-12-31,SHW,121.0,49.0,14.0,9.0,10.0
2013-02-02,SIG,15.0,39.0,14.0,9.0,35.0
2014-02-01,SIG,14.0,38.0,14.0,9.0,27.0
2015-02-02,SIG,14.0,36.0,10.0,7.0,16.0
2016-01-30,SIG,15.0,37.0,11.0,7.0,12.0
2013-04-30,SJM,11.0,34.0,15.0,9.0,43.0
2014-04-30,SJM,11.0,36.0,16.0,10.0,17.0
2015-04-30,SJM,5.0,35.0,14.0,6.0,12.0
2016-04-30,SJM,10.0,38.0,15.0,9.0,9.0
2012-12-31,SLG,3.0,64.0,29.0,15.0,74.4574898785425
2013-12-31,SLG,2.0,65.0,31.0,10.0,74.4574898785425
2014-12-31,SLG,7.0,67.0,32.0,34.0,74.4574898785425
2015-12-31,SLG,4.0,68.0,24.0,17.0,74.4574898785425
2013-12-31,SNA,17.0,49.0,18.0,11.0,30.0
2015-01-03,SNA,19.0,50.0,20.0,12.0,18.0
2016-01-02,SNA,20.0,51.0,21.0,13.0,14.0
2016-12-31,SNA,21.0,51.0,23.0,15.0,8.0
2012-12-31,SNI,37.0,74.0,40.0,30.0,173.0
2013-12-31,SNI,24.0,72.0,38.0,20.0,246.0
2014-12-31,SNI,39.0,71.0,37.0,20.0,76.0
